Text	Pronoun	Pronoun-offset	A	A-offset
The state examiner also said supervisors of a parallel federal examination seemed so reluctant to demand write-downs of Lincoln 's bad loans that he immediately grew suspicious . He called the sour loans `` appalling '' and added , `` You opened the file up and it just jumped at you . ''	He	1	The state examiner	1
The state examiner also said supervisors of a parallel federal examination seemed so reluctant to demand write-downs of Lincoln 's bad loans that he immediately grew suspicious . `` Later on , my concerns about a whitewash became even more serious , '' he said .	he	16	The state examiner	1
The state examiner also said supervisors of a parallel federal examination seemed so reluctant to demand write-downs of Lincoln 's bad loans that he immediately grew suspicious .	he	24	The state examiner	1
Mr. Wall 's deputies complained that they had n't been given an opportunity to respond to the criticism brought out during the Banking Committee 's hearings , which Committee Chairman Henry Gonzalez -LRB- D. , Texas -RRB- has used as a forum to flay Mr. Wall 's handling of the affair and to demand that he step aside from his job .	his	60	Wall	46
Mr. Wall 's deputies complained that they had n't been given an opportunity to respond to the criticism brought out during the Banking Committee 's hearings , which Committee Chairman Henry Gonzalez -LRB- D. , Texas -RRB- has used as a forum to flay Mr. Wall 's handling of the affair and to demand that he step aside from his job .	he	56	Wall	46
`` A couple of things Mr. Newsom said were at least misleading , '' said Kevin O'Connell , one of the Washington regulators responsible for the handling of Lincoln . In an interview , he said federal regulators eventually declared one of the loans the state regulator cited to be a total loss , and forced Lincoln to make an $ 18 million downward adjustment on another .	he	5	Newsom	7
The government later brought a $ 1.1 billion fraud suit against Mr. Keating and others . `` He took the reckless course of ignoring the evidence , '' Rep. Gonzalez said .	He	2	Keating	13
State thrift examiner Eugene Stelzer said he found the chief federal examiner Steve Scott to be totally uninterested in one allegedly fraudulent series of transactions .	he	7	Eugene Stelzer	4
State thrift examiner Eugene Stelzer said he found the chief federal examiner Steve Scott to be totally uninterested in one allegedly fraudulent series of transactions . `` Frankly , it was like he worked for the Lincoln public-relations department , '' Mr. Stelzer testified .	he	7	Steve Scott	13
And David Riley , a federal examiner who worked under Mr. Scott , said he found his chief oddly upbeat about Lincoln .	his	17	David Riley	2
And David Riley , a federal examiner who worked under Mr. Scott , said he found his chief oddly upbeat about Lincoln .	he	15	David Riley	2
Asked to comment , a spokesman for Mr. Scott said : `` Mr. Scott has spoken to his attorney , who has advised him not to talk to anybody . ''	him	24	Scott	14
Asked to comment , a spokesman for Mr. Scott said : `` Mr. Scott has spoken to his attorney , who has advised him not to talk to anybody . ''	his	18	Scott	14
Mr. Meek said that a day or two before Lincoln 's parent entered bankruptcy proceedings , he and other examiners saw `` a truck with a sign on it that said it was from the ` Document Destruction Center . '	he	17	Meek	2
Mr. Meek said his suspicions were aroused by several foreign investments by Lincoln , including $ 22 million paid to Credit Suisse of Switzerland , an $ 18 million interest in Saudi European Bank in Paris , a $ 17.5 million investment in a Bahamas trading company , and a recently discovered holding in a Panama-based company , Southbrook Holdings .	his	4	Meek	2
Mr. Marcus believes spot steel prices will continue to fall through early 1990 and then reverse themselves . And while customers such as steel service centers are continuing to reduce inventories through the fourth quarter , they eventually will begin stocking up again , he notes .	he	27	Marcus	2
Mr. Marcus believes spot steel prices will continue to fall through early 1990 and then reverse themselves . He is n't convinced , though , that the price decline reflects falling demand because the world economy remains relatively strong .	He	1	Marcus	2
In 1953 , James Watson and his colleagues unlocked the double helix of DNA -LRB- deoxyribonucleic acid -RRB- , the genetic key to heredity .	his	7	James Watson	4
The talks between Senate Majority Leader George Mitchell of Maine and his GOP counterpart , Sen. Robert Dole of Kansas , are expected to resume today .	his	12	George Mitchell	7
Sen. Mitchell is confident he has sufficient votes to block such a measure with procedural actions .	he	5	Mitchell	2
Yesterday , Mr. Dole seemed weary of the Bush administration 's strategy of pushing the capital-gains measure at every chance in the face of Democratic procedural hurdles . Pushing the issue on legislation needed to avoid default by the federal government , he told reporters , `` does n't seem to be very good strategy to me . ''	he	15	Dole	4
`` People are looking for an ability to try and read the market , rather than be manipulated , '' said Dudley A. Eppel , manager of equity trading at Donaldson , Lufkin & Jenrette . He noted that institutional investors showed `` pretty general '' interest in stocks in the latest session .	He	1	Dudley A. Eppel	22
Pennzoil is rumored to be accumulating a stake in Chevron in order to push for a revamping of the company ; investor Carl Icahn has recently increased his stake in USX , which separately reported earnings that were in line with expectations .	his	28	Carl Icahn	23
The president said that he and the Kremlin leader would meet Dec. 2-3 aboard U.S. and Soviet naval vessels in the Mediterranean to discuss a wide range of issues without a formal agenda .	he	5	The president	1
Bush said that neither he nor Gorbachev expected any `` substantial decisions or agreements . ''	he	5	Bush	1
In Washington , the Senate voted to condemn Ortega 's threat to cancel the truce , and Bush said he would review U.S. policy toward Managua , including the possibility of renewing military aid to the rebels .	he	20	Bush	18
Turkey 's legislature elected Prime Minister Ozal as the country 's first civilian president since 1960 , opening the way for a change of government under a new premier he will select .	he	30	Ozal	7
The vote in Ankara was boycotted by opposition politicians , who vowed to oust Ozal . He begins his seven-year term Nov. 9 , succeeding Kenan Evren .	his	3	Ozal	15
The vote in Ankara was boycotted by opposition politicians , who vowed to oust Ozal . He begins his seven-year term Nov. 9 , succeeding Kenan Evren .	He	1	Ozal	15
The State Department denied asylum to a Vietnamese man who escaped from his homeland by lashing himself to the rudder housing of a tanker for two days in monsoon seas .	his	13	a Vietnamese man who escaped from his homeland by lashing himself to the rudder housing of a tanker for two days in monsoon seas	7
But in an interview in which he called the stock market 's volatility a `` national problem , '' Big Board Chairman John J. Phelan Jr. said , `` We are going to try to do some things in the short intermediate term '' to help the situation .	he	7	John J. Phelan Jr.	23
